compound_id,mol_weight,logP,num_h_donors,num_h_acceptors,rotatable_bonds,bioactivity,lab,batch_id,experiment_temp,pH,exposure_time_hr,assay_type,assay_result,passed_threshold,multi_assay_success
CMPD_005,241.81783775574377,2.510350848481585,4,6,7,15.191403242127022,LabY,BATCH_081,23.756809148897148,6.691087749129533,16.153933339206507,toxicity,3.192288916095327,False,0
CMPD_006,326.7003038047929,3.4259032293087426,2,7,4,18.624456350062903,LabX,BATCH_027,24.81022848761385,6.56610438975888,1.0260239277800145,in_vitro,7.792042730762964,True,1
CMPD_006,326.7003038047929,3.4259032293087426,2,7,4,18.624456350062903,LabX,BATCH_027,24.81022848761385,6.56610438975888,1.0260239277800145,in_vivo,4.657687226499272,True,1
CMPD_006,326.7003038047929,3.4259032293087426,2,7,4,18.624456350062903,LabX,BATCH_027,24.81022848761385,6.56610438975888,1.0260239277800145,toxicity,7.494770583949326,True,1
CMPD_007,260.56087812623986,3.3161488368911063,1,4,6,17.373496695412122,LabX,BATCH_009,25.943203932015106,6.576236490376983,12.226231365075028,in_vitro,3.864165042828094,False,0
CMPD_007,260.56087812623986,3.3161488368911063,1,4,6,17.373496695412122,LabX,BATCH_009,25.943203932015106,6.576236490376983,12.226231365075028,in_vivo,5.635292738021271,True,0
CMPD_007,260.56087812623986,3.3161488368911063,1,4,6,17.373496695412122,LabX,BATCH_009,25.943203932015106,6.576236490376983,12.226231365075028,toxicity,5.948084623024412,True,0
CMPD_008,246.8226430391564,3.269924519161796,4,8,0,15.23983217785123,LabY,BATCH_060,27.93298580997068,8.351503386110611,15.84294933476398,in_vitro,6.3921308341540986,True,0
CMPD_008,246.8226430391564,3.269924519161796,4,8,0,15.23983217785123,LabY,BATCH_060,27.93298580997068,8.351503386110611,15.84294933476398,in_vivo,4.070147651168324,False,0
CMPD_008,246.8226430391564,3.269924519161796,4,8,0,15.23983217785123,LabY,BATCH_060,27.93298580997068,8.351503386110611,15.84294933476398,toxicity,4.244290222430212,False,0
CMPD_009,289.0916011229515,3.657225411145328,0,9,11,21.01370861775288,LabZ,BATCH_099,24.30683083676236,7.851623271485466,13.877312808270627,in_vitro,4.4037388414683125,False,0
CMPD_009,289.0916011229515,3.657225411145328,0,9,11,21.01370861775288,LabZ,BATCH_099,24.30683083676236,7.851623271485466,13.877312808270627,in_vivo,1.6951752194063916,False,0
CMPD_009,289.0916011229515,3.657225411145328,0,9,11,21.01370861775288,LabZ,BATCH_099,24.30683083676236,7.851623271485466,13.877312808270627,toxicity,4.832196273463406,True,0
CMPD_010,351.3332187503115,3.161203785110774,5,3,9,19.37171577644992,LabY,BATCH_099,24.436705235490138,7.9776101001573725,15.379865278722846,in_vitro,4.23263148984744,False,0
CMPD_010,351.3332187503115,3.161203785110774,5,3,9,19.37171577644992,LabY,BATCH_099,24.436705235490138,7.9776101001573725,15.379865278722846,in_vivo,6.160145788155107,True,0
CMPD_010,351.3332187503115,3.161203785110774,5,3,9,19.37171577644992,LabY,BATCH_099,24.436705235490138,7.9776101001573725,15.379865278722846,toxicity,5.182602342119337,True,0
CMPD_011,321.3357736026473,3.697867731232524,3,3,11,18.923713150276143,LabY,BATCH_043,26.647402594754222,6.56412539261361,2.9136417797055048,in_vitro,7.672763606906376,True,0
CMPD_011,321.3357736026473,3.697867731232524,3,3,11,18.923713150276143,LabY,BATCH_043,26.647402594754222,6.56412539261361,2.9136417797055048,in_vivo,5.140176950417134,True,0
CMPD_011,321.3357736026473,3.697867731232524,3,3,11,18.923713150276143,LabY,BATCH_043,26.647402594754222,6.56412539261361,2.9136417797055048,toxicity,3.875588607559473,False,0
CMPD_012,242.33057683638103,3.5705777073455973,1,7,4,16.066322288657084,LabY,BATCH_037,22.545487982670583,7.893591027928682,14.708693701845425,in_vitro,5.115394444331568,True,0
CMPD_012,242.33057683638103,3.5705777073455973,1,7,4,16.066322288657084,LabY,BATCH_037,22.545487982670583,7.893591027928682,14.708693701845425,in_vivo,6.448334481754327,True,0
CMPD_012,242.33057683638103,3.5705777073455973,1,7,4,16.066322288657084,LabY,BATCH_037,22.545487982670583,7.893591027928682,14.708693701845425,toxicity,1.4535851844219063,False,0
CMPD_013,259.70624197066377,4.549366177025212,3,0,10,16.29415578739953,LabZ,BATCH_090,22.185413113015198,7.772745411419181,18.279281689568155,in_vitro,3.5695029623648185,False,0
CMPD_013,259.70624197066377,4.549366177025212,3,0,10,16.29415578739953,LabZ,BATCH_090,22.185413113015198,7.772745411419181,18.279281689568155,in_vivo,3.611646528229296,False,0
CMPD_013,259.70624197066377,4.549366177025212,3,0,10,16.29415578739953,LabZ,BATCH_090,22.185413113015198,7.772745411419181,18.279281689568155,toxicity,5.821980405755001,True,0
CMPD_014,288.1319888026288,2.8072953040909354,4,7,11,18.758784094479115,LabY,BATCH_016,22.403792192625684,8.48890017709117,23.539680467603517,in_vitro,6.0545730793839,True,0
CMPD_014,288.1319888026288,2.8072953040909354,4,7,11,18.758784094479115,LabY,BATCH_016,22.403792192625684,8.48890017709117,23.539680467603517,in_vivo,5.2024554556697895,True,0
CMPD_014,288.1319888026288,2.8072953040909354,4,7,11,18.758784094479115,LabY,BATCH_016,22.403792192625684,8.48890017709117,23.539680467603517,toxicity,0.0427237617441536,False,0
CMPD_015,367.1505948531259,3.514634491952413,5,4,2,21.46604216927529,LabZ,BATCH_018,21.2200624021753,7.22877262027957,1.278869252018131,in_vitro,1.696163633616426,False,0
CMPD_015,367.1505948531259,3.514634491952413,5,4,2,21.46604216927529,LabZ,BATCH_018,21.2200624021753,7.22877262027957,1.278869252018131,in_vivo,4.522136357085758,True,0
CMPD_015,367.1505948531259,3.514634491952413,5,4,2,21.46604216927529,LabZ,BATCH_018,21.2200624021753,7.22877262027957,1.278869252018131,toxicity,3.997061153283053,False,0
CMPD_016,271.831375560934,3.7156725499388816,2,0,9,18.769129901533223,LabZ,BATCH_028,27.774704724023454,6.825134137326957,23.896878317577467,in_vitro,5.010740757672006,True,0
CMPD_016,271.831375560934,3.7156725499388816,2,0,9,18.769129901533223,LabZ,BATCH_028,27.774704724023454,6.825134137326957,23.896878317577467,in_vivo,4.0612036751290495,False,0
CMPD_016,271.831375560934,3.7156725499388816,2,0,9,18.769129901533223,LabZ,BATCH_028,27.774704724023454,6.825134137326957,23.896878317577467,toxicity,8.063284932298075,True,0
CMPD_017,272.0734426889041,3.371798722233852,3,3,11,16.605618967714395,LabX,BATCH_013,24.419117035977703,7.959399254893442,19.6533536234376,in_vitro,0.4121168303069566,False,0
CMPD_017,272.0734426889041,3.371798722233852,3,3,11,16.605618967714395,LabX,BATCH_013,24.419117035977703,7.959399254893442,19.6533536234376,in_vivo,5.605255263059629,True,0
CMPD_017,272.0734426889041,3.371798722233852,3,3,11,16.605618967714395,LabX,BATCH_013,24.419117035977703,7.959399254893442,19.6533536234376,toxicity,6.656020812326945,True,0
CMPD_018,345.8228816064054,2.831462446056081,0,1,11,17.508763440677544,LabZ,BATCH_079,25.888290342174518,8.483188471328333,7.762913330919979,in_vitro,6.403076916716799,True,1
CMPD_018,345.8228816064054,2.831462446056081,0,1,11,17.508763440677544,LabZ,BATCH_079,25.888290342174518,8.483188471328333,7.762913330919979,in_vivo,6.574545976002369,True,1
CMPD_018,345.8228816064054,2.831462446056081,0,1,11,17.508763440677544,LabZ,BATCH_079,25.888290342174518,8.483188471328333,7.762913330919979,toxicity,6.862231816781868,True,1
CMPD_019,305.8472161578713,4.128551390327598,1,3,1,18.58577934712483,LabX,BATCH_063,24.54445804175273,8.195943386625181,9.456135059359491,in_vitro,3.792040226785552,False,0
CMPD_019,305.8472161578713,4.128551390327598,1,3,1,18.58577934712483,LabX,BATCH_063,24.54445804175273,8.195943386625181,9.456135059359491,in_vivo,2.797032486046086,False,0
CMPD_019,305.8472161578713,4.128551390327598,1,3,1,18.58577934712483,LabX,BATCH_063,24.54445804175273,8.195943386625181,9.456135059359491,toxicity,0.9306366546106551,False,0
CMPD_020,331.5900008189622,3.668467165072026,0,7,1,21.24493169821409,LabZ,BATCH_057,23.11996813575249,7.507546887449268,15.856885215577035,in_vitro,4.274794332640609,False,0
CMPD_020,331.5900008189622,3.668467165072026,0,7,1,21.24493169821409,LabZ,BATCH_057,23.11996813575249,7.507546887449268,15.856885215577035,in_vivo,3.4449337520902894,False,0
CMPD_020,331.5900008189622,3.668467165072026,0,7,1,21.24493169821409,LabZ,BATCH_057,23.11996813575249,7.507546887449268,15.856885215577035,toxicity,7.323217627314275,True,0
CMPD_021,278.18701379472105,2.866551643536703,3,4,8,17.61712269561758,LabY,BATCH_026,25.212365838880437,8.22605755850057,12.071802370213833,in_vitro,4.42488377969773,False,0
CMPD_021,278.18701379472105,2.866551643536703,3,4,8,17.61712269561758,LabY,BATCH_026,25.212365838880437,8.22605755850057,12.071802370213833,in_vivo,2.939188525544884,False,0
CMPD_021,278.18701379472105,2.866551643536703,3,4,8,17.61712269561758,LabY,BATCH_026,25.212365838880437,8.22605755850057,12.071802370213833,toxicity,2.622929092077799,False,0
CMPD_022,296.9509245681284,3.71933398127913,5,0,3,16.92661768471345,LabY,BATCH_002,23.724382614280128,7.621078704833541,8.63769948894787,in_vitro,8.977640107567588,True,0
CMPD_022,296.9509245681284,3.71933398127913,5,0,3,16.92661768471345,LabY,BATCH_002,23.724382614280128,7.621078704833541,8.63769948894787,in_vivo,4.955827370016845,True,0
CMPD_022,296.9509245681284,3.71933398127913,5,0,3,16.92661768471345,LabY,BATCH_002,23.724382614280128,7.621078704833541,8.63769948894787,toxicity,3.436991073452113,False,0
CMPD_023,339.46895586564733,4.350783035026429,2,6,3,20.85779668821381,LabY,BATCH_033,28.84674375945962,8.456650952890095,17.752882280316847,in_vitro,5.248083615544043,True,0
CMPD_023,339.46895586564733,4.350783035026429,2,6,3,20.85779668821381,LabY,BATCH_033,28.84674375945962,8.456650952890095,17.752882280316847,in_vivo,8.793778312330142,True,0
CMPD_023,339.46895586564733,4.350783035026429,2,6,3,20.85779668821381,LabY,BATCH_033,28.84674375945962,8.456650952890095,17.752882280316847,toxicity,4.220638715400889,False,0
CMPD_024,295.654773697926,3.48184203329204,2,0,6,19.28237666894549,LabX,BATCH_014,26.3846291472814,7.170184868536685,1.7935891594614977,in_vitro,6.374021418896394,True,0
CMPD_024,295.654773697926,3.48184203329204,2,0,6,19.28237666894549,LabX,BATCH_014,26.3846291472814,7.170184868536685,1.7935891594614977,in_vivo,7.372922074660648,True,0
CMPD_024,295.654773697926,3.48184203329204,2,0,6,19.28237666894549,LabX,BATCH_014,26.3846291472814,7.170184868536685,1.7935891594614977,toxicity,1.2171522163001869,False,0
CMPD_025,333.6915959257939,3.498893665264719,0,8,9,20.94995892793924,LabX,BATCH_040,23.592604907609317,7.924376387348229,14.334936379096565,in_vitro,3.7231751626609215,False,0
CMPD_025,333.6915959257939,3.498893665264719,0,8,9,20.94995892793924,LabX,BATCH_040,23.592604907609317,7.924376387348229,14.334936379096565,in_vivo,7.122173256317726,True,0
CMPD_025,333.6915959257939,3.498893665264719,0,8,9,20.94995892793924,LabX,BATCH_040,23.592604907609317,7.924376387348229,14.334936379096565,toxicity,3.601393121794988,False,0
CMPD_026,311.6180190130359,4.28400251552166,4,2,9,18.833458114507284,LabY,BATCH_066,26.281901216666792,7.02324961258366,12.41498288018896,in_vitro,5.829250798534567,True,0
CMPD_026,311.6180190130359,4.28400251552166,4,2,9,18.833458114507284,LabY,BATCH_066,26.281901216666792,7.02324961258366,12.41498288018896,in_vivo,3.48303680175038,False,0
CMPD_026,311.6180190130359,4.28400251552166,4,2,9,18.833458114507284,LabY,BATCH_066,26.281901216666792,7.02324961258366,12.41498288018896,toxicity,4.108896192976146,False,0
CMPD_027,268.81112764743244,3.014808009124373,4,2,1,14.072492948810314,LabY,BATCH_075,25.85592525310527,7.345752936933557,14.012285977165394,in_vitro,3.865272388785788,False,0
CMPD_027,268.81112764743244,3.014808009124373,4,2,1,14.072492948810314,LabY,BATCH_075,25.85592525310527,7.345752936933557,14.012285977165394,in_vivo,6.273340307391664,True,0
CMPD_027,268.81112764743244,3.014808009124373,4,2,1,14.072492948810314,LabY,BATCH_075,25.85592525310527,7.345752936933557,14.012285977165394,toxicity,5.4031602283991855,True,0
CMPD_028,299.51048362961933,4.363776021310341,5,5,2,18.18612176061941,LabZ,BATCH_086,28.4461494352925,8.372292670864226,2.26281249094781,in_vitro,5.197718890022039,True,1
CMPD_028,299.51048362961933,4.363776021310341,5,5,2,18.18612176061941,LabZ,BATCH_086,28.4461494352925,8.372292670864226,2.26281249094781,in_vivo,10.014990475717669,True,1
CMPD_028,299.51048362961933,4.363776021310341,5,5,2,18.18612176061941,LabZ,BATCH_086,28.4461494352925,8.372292670864226,2.26281249094781,toxicity,8.479394814240134,True,1
CMPD_029,329.441519768251,3.986455535184119,2,9,2,22.65024617533272,LabX,BATCH_090,23.348271008033752,7.605006952523087,5.955796953231859,in_vitro,1.037512758892439,False,0
CMPD_029,329.441519768251,3.986455535184119,2,9,2,22.65024617533272,LabX,BATCH_090,23.348271008033752,7.605006952523087,5.955796953231859,in_vivo,4.113180653562903,False,0
CMPD_029,329.441519768251,3.986455535184119,2,9,2,22.65024617533272,LabX,BATCH_090,23.348271008033752,7.605006952523087,5.955796953231859,toxicity,9.852927349213983,True,0
CMPD_030,320.0824857356065,3.037890518009992,0,5,5,19.79351077728951,LabY,BATCH_056,23.85771702474364,8.123723399665169,17.534859725910177,in_vitro,3.850819938623916,False,0
CMPD_030,320.0824857356065,3.037890518009992,0,5,5,19.79351077728951,LabY,BATCH_056,23.85771702474364,8.123723399665169,17.534859725910177,in_vivo,9.17549197175029,True,0
CMPD_030,320.0824857356065,3.037890518009992,0,5,5,19.79351077728951,LabY,BATCH_056,23.85771702474364,8.123723399665169,17.534859725910177,toxicity,4.147346370263479,False,0
CMPD_031,298.79241304737513,3.1658655000779423,0,5,2,18.53751320033763,LabX,BATCH_058,22.13682748056923,8.224419281506478,18.082806777444077,in_vitro,4.532004858906874,True,1
CMPD_031,298.79241304737513,3.1658655000779423,0,5,2,18.53751320033763,LabX,BATCH_058,22.13682748056923,8.224419281506478,18.082806777444077,in_vivo,6.727142718271624,True,1
CMPD_031,298.79241304737513,3.1658655000779423,0,5,2,18.53751320033763,LabX,BATCH_058,22.13682748056923,8.224419281506478,18.082806777444077,toxicity,4.819585649984329,True,1
CMPD_032,243.24856833085505,3.237593583158856,0,0,10,14.056541274692576,LabX,BATCH_047,25.749952492926063,7.447138997149293,10.458805165013988,in_vitro,5.989249279148573,True,1
CMPD_032,243.24856833085505,3.237593583158856,0,0,10,14.056541274692576,LabX,BATCH_047,25.749952492926063,7.447138997149293,10.458805165013988,in_vivo,8.149897398615277,True,1
CMPD_032,243.24856833085505,3.237593583158856,0,0,10,14.056541274692576,LabX,BATCH_047,25.749952492926063,7.447138997149293,10.458805165013988,toxicity,6.517601867951538,True,1
CMPD_033,246.1202555577085,2.583217893006455,3,4,4,14.385594906499591,LabY,BATCH_057,25.560482211419377,8.320543542507899,15.501986271707986,in_vitro,5.283064264299399,True,1
CMPD_033,246.1202555577085,2.583217893006455,3,4,4,14.385594906499591,LabY,BATCH_057,25.560482211419377,8.320543542507899,15.501986271707986,in_vivo,8.347053683435185,True,1
CMPD_033,246.1202555577085,2.583217893006455,3,4,4,14.385594906499591,LabY,BATCH_057,25.560482211419377,8.320543542507899,15.501986271707986,toxicity,6.753374951750199,True,1
CMPD_034,252.5008323111865,3.63023587453544,5,5,3,16.47971736522103,LabY,BATCH_084,24.810785926420344,7.240178560139942,1.4217829472449472,in_vitro,3.532913673805304,False,0
CMPD_034,252.5008323111865,3.63023587453544,5,5,3,16.47971736522103,LabY,BATCH_084,24.810785926420344,7.240178560139942,1.4217829472449472,in_vivo,8.960150466888038,True,0
CMPD_034,252.5008323111865,3.63023587453544,5,5,3,16.47971736522103,LabY,BATCH_084,24.810785926420344,7.240178560139942,1.4217829472449472,toxicity,6.284731184100356,True,0
CMPD_035,284.68673379700346,3.060526498376073,4,7,2,16.832521722893958,LabY,BATCH_072,23.0002094155038,8.376936424731625,3.8179402783531584,in_vitro,4.572646462260277,True,0
CMPD_035,284.68673379700346,3.060526498376073,4,7,2,16.832521722893958,LabY,BATCH_072,23.0002094155038,8.376936424731625,3.8179402783531584,in_vivo,0.9583648308281054,False,0
CMPD_035,284.68673379700346,3.060526498376073,4,7,2,16.832521722893958,LabY,BATCH_072,23.0002094155038,8.376936424731625,3.8179402783531584,toxicity,2.2448472398706665,False,0
CMPD_036,288.6864637891966,3.648275660715653,4,0,7,16.535153504120043,LabX,BATCH_015,29.387205231220143,7.3678704992627475,7.390156689987049,in_vitro,8.400269820799874,True,1
CMPD_036,288.6864637891966,3.648275660715653,4,0,7,16.535153504120043,LabX,BATCH_015,29.387205231220143,7.3678704992627475,7.390156689987049,in_vivo,8.4793305039409,True,1
CMPD_036,288.6864637891966,3.648275660715653,4,0,7,16.535153504120043,LabX,BATCH_015,29.387205231220143,7.3678704992627475,7.390156689987049,toxicity,5.17056813746648,True,1
CMPD_037,255.7376579671793,2.8545283748373915,3,4,9,16.976220174072175,LabX,BATCH_040,29.473105898089408,6.968610198674356,14.31555505272321,in_vitro,1.459511648049027,False,0
CMPD_037,255.7376579671793,2.8545283748373915,3,4,9,16.976220174072175,LabX,BATCH_040,29.473105898089408,6.968610198674356,14.31555505272321,in_vivo,2.826049492698788,False,0
CMPD_037,255.7376579671793,2.8545283748373915,3,4,9,16.976220174072175,LabX,BATCH_040,29.473105898089408,6.968610198674356,14.31555505272321,toxicity,1.7524632959008444,False,0
CMPD_038,330.6753838108805,3.96150661844725,1,2,2,19.689410372331256,LabY,BATCH_001,25.714533727065117,8.17045858169203,21.549558245843667,in_vitro,1.6797774801724787,False,0
CMPD_038,330.6753838108805,3.96150661844725,1,2,2,19.689410372331256,LabY,BATCH_001,25.714533727065117,8.17045858169203,21.549558245843667,in_vivo,9.053604737873812,True,0
CMPD_038,330.6753838108805,3.96150661844725,1,2,2,19.689410372331256,LabY,BATCH_001,25.714533727065117,8.17045858169203,21.549558245843667,toxicity,9.119835816828948,True,0
CMPD_039,262.0869276833837,3.868812965065251,3,1,5,17.29145038844851,LabX,BATCH_033,24.74409809985602,8.073856211793323,15.257652890488,in_vitro,2.7583056928688605,False,0
CMPD_039,262.0869276833837,3.868812965065251,3,1,5,17.29145038844851,LabX,BATCH_033,24.74409809985602,8.073856211793323,15.257652890488,in_vivo,4.982530048204802,True,0
CMPD_039,262.0869276833837,3.868812965065251,3,1,5,17.29145038844851,LabX,BATCH_033,24.74409809985602,8.073856211793323,15.257652890488,toxicity,2.4304076801363945,False,0
CMPD_040,258.8832287379897,3.147060492969892,5,7,6,14.677170235887656,LabZ,BATCH_045,26.017339533291736,7.854202552714729,5.575099268851136,in_vitro,4.969523906999827,True,1
CMPD_040,258.8832287379897,3.147060492969892,5,7,6,14.677170235887656,LabZ,BATCH_045,26.017339533291736,7.854202552714729,5.575099268851136,in_vivo,8.278607766738192,True,1
CMPD_040,258.8832287379897,3.147060492969892,5,7,6,14.677170235887656,LabZ,BATCH_045,26.017339533291736,7.854202552714729,5.575099268851136,toxicity,7.15743810160603,True,1
CMPD_041,302.64707261657844,3.6798245789410577,0,6,6,20.5540672688228,LabX,BATCH_020,23.37703692603099,7.039592115784728,12.763037344936508,in_vitro,6.617325530994575,True,1
CMPD_041,302.64707261657844,3.6798245789410577,0,6,6,20.5540672688228,LabX,BATCH_020,23.37703692603099,7.039592115784728,12.763037344936508,in_vivo,4.611640525474271,True,1
CMPD_041,302.64707261657844,3.6798245789410577,0,6,6,20.5540672688228,LabX,BATCH_020,23.37703692603099,7.039592115784728,12.763037344936508,toxicity,7.523934231992729,True,1
CMPD_042,329.21715359979686,3.54146027965479,3,9,1,21.940355111409133,LabY,BATCH_094,22.634368995391423,7.845427223000872,9.90400170633641,in_vitro,6.293337493166662,True,1
CMPD_042,329.21715359979686,3.54146027965479,3,9,1,21.940355111409133,LabY,BATCH_094,22.634368995391423,7.845427223000872,9.90400170633641,in_vivo,5.807831162631439,True,1
CMPD_042,329.21715359979686,3.54146027965479,3,9,1,21.940355111409133,LabY,BATCH_094,22.634368995391423,7.845427223000872,9.90400170633641,toxicity,4.769181323600429,True,1
CMPD_043,361.645638594395,4.241149743076456,0,6,2,23.88305862163583,LabY,BATCH_092,21.250164611184594,7.94645891721107,19.43693056209999,in_vitro,5.636745879029332,True,0
CMPD_043,361.645638594395,4.241149743076456,0,6,2,23.88305862163583,LabY,BATCH_092,21.250164611184594,7.94645891721107,19.43693056209999,in_vivo,5.576503155738653,True,0
CMPD_043,361.645638594395,4.241149743076456,0,6,2,23.88305862163583,LabY,BATCH_092,21.250164611184594,7.94645891721107,19.43693056209999,toxicity,3.917136709851479,False,0
CMPD_044,317.47635163509534,2.983760516052564,5,4,11,16.793552442961545,LabX,BATCH_052,23.81946965307466,8.455348828257415,19.093339824124143,in_vitro,3.450166932545467,False,0
CMPD_044,317.47635163509534,2.983760516052564,5,4,11,16.793552442961545,LabX,BATCH_052,23.81946965307466,8.455348828257415,19.093339824124143,in_vivo,3.006186079339219,False,0
CMPD_044,317.47635163509534,2.983760516052564,5,4,11,16.793552442961545,LabX,BATCH_052,23.81946965307466,8.455348828257415,19.093339824124143,toxicity,3.134273776412813,False,0
CMPD_045,347.39489156170856,3.4238510107529265,5,8,9,20.470522145256886,LabZ,BATCH_006,27.680168465361017,7.699438022220555,5.084156060527207,in_vitro,4.623794248909897,True,0
CMPD_045,347.39489156170856,3.4238510107529265,5,8,9,20.470522145256886,LabZ,BATCH_006,27.680168465361017,7.699438022220555,5.084156060527207,in_vivo,4.294630202008837,False,0
CMPD_045,347.39489156170856,3.4238510107529265,5,8,9,20.470522145256886,LabZ,BATCH_006,27.680168465361017,7.699438022220555,5.084156060527207,toxicity,3.758532506794887,False,0
CMPD_046,263.63830044820315,3.1796581816461136,2,4,9,16.583690043069268,LabY,BATCH_069,23.448223109410417,7.173585222164213,14.060046556963268,in_vitro,3.610437050529669,False,0
CMPD_046,263.63830044820315,3.1796581816461136,2,4,9,16.583690043069268,LabY,BATCH_069,23.448223109410417,7.173585222164213,14.060046556963268,in_vivo,5.583760052232633,True,0
CMPD_046,263.63830044820315,3.1796581816461136,2,4,9,16.583690043069268,LabY,BATCH_069,23.448223109410417,7.173585222164213,14.060046556963268,toxicity,7.755214894348611,True,0
CMPD_047,364.79217781983,3.522409098550084,0,1,3,22.56749166653865,LabZ,BATCH_002,25.056986298090173,8.18590078035362,11.81220704438487,in_vitro,4.978168637853102,True,0
CMPD_047,364.79217781983,3.522409098550084,0,1,3,22.56749166653865,LabZ,BATCH_002,25.056986298090173,8.18590078035362,11.81220704438487,in_vivo,4.847338399918463,True,0
CMPD_047,364.79217781983,3.522409098550084,0,1,3,22.56749166653865,LabZ,BATCH_002,25.056986298090173,8.18590078035362,11.81220704438487,toxicity,3.130226614573261,False,0
CMPD_048,244.15546648333532,3.766636801391797,4,2,6,13.68946464906877,LabY,BATCH_086,25.09854799353063,8.401223549485781,15.58781102938536,in_vitro,4.5538603764185845,True,1
CMPD_048,244.15546648333532,3.766636801391797,4,2,6,13.68946464906877,LabY,BATCH_086,25.09854799353063,8.401223549485781,15.58781102938536,in_vivo,7.380672681218737,True,1
CMPD_048,244.15546648333532,3.766636801391797,4,2,6,13.68946464906877,LabY,BATCH_086,25.09854799353063,8.401223549485781,15.58781102938536,toxicity,7.074922207017945,True,1
CMPD_049,284.8848223833696,3.174096310963145,3,3,1,15.564581497546346,LabZ,BATCH_092,26.184885428448197,7.71642654475915,6.059987861442379,in_vitro,6.935947488548671,True,1
CMPD_049,284.8848223833696,3.174096310963145,3,3,1,15.564581497546346,LabZ,BATCH_092,26.184885428448197,7.71642654475915,6.059987861442379,in_vivo,6.871737658439685,True,1
CMPD_049,284.8848223833696,3.174096310963145,3,3,1,15.564581497546346,LabZ,BATCH_092,26.184885428448197,7.71642654475915,6.059987861442379,toxicity,5.87346511112967,True,1
CMPD_050,316.81957558736326,3.317946889305394,5,4,2,16.390184860632488,LabZ,BATCH_047,24.840266137430948,6.566835989410119,19.76387957358179,in_vitro,5.802414326965991,True,0
CMPD_050,316.81957558736326,3.317946889305394,5,4,2,16.390184860632488,LabZ,BATCH_047,24.840266137430948,6.566835989410119,19.76387957358179,in_vivo,5.489500653369547,True,0
CMPD_050,316.81957558736326,3.317946889305394,5,4,2,16.390184860632488,LabZ,BATCH_047,24.840266137430948,6.566835989410119,19.76387957358179,toxicity,4.166229439894972,False,0
CMPD_051,251.84348952912168,3.9830203990286814,0,2,6,15.952790545591215,LabX,BATCH_035,24.33601108223985,8.137475980909304,3.8661267772729873,in_vitro,5.1673987972310185,True,1
CMPD_051,251.84348952912168,3.9830203990286814,0,2,6,15.952790545591215,LabX,BATCH_035,24.33601108223985,8.137475980909304,3.8661267772729873,in_vivo,5.431199367411733,True,1
