compound_id,mol_weight,logP,num_h_donors,num_h_acceptors,rotatable_bonds,bioactivity,aromatic_rings
CMPD_137,321.93001880356445,2.971984600016666,0,4,3,12.816661664350956,4
CMPD_138,316.1530487164936,3.3715274374391093,3,0,6,9.051236272345966,0
CMPD_139,321.4720272351252,3.6539161862569425,4,0,9,10.14215146726875,0
CMPD_140,371.83085701747353,4.534113020752912,2,2,8,13.727011181677392,4
CMPD_141,365.55284685108336,2.8010972607878513,0,5,9,14.491377613685659,1
CMPD_142,279.3985397099011,4.101288252612614,0,0,9,13.771302341105041,1
CMPD_143,348.7165497843346,3.5899571847732084,1,1,6,11.796647487178543,1
CMPD_144,311.495045692767,3.9189152676147403,4,6,11,11.11512834674925,0
CMPD_145,314.9728744841325,3.449002641682034,5,0,4,10.850632802835941,3
CMPD_146,249.23187505070013,3.0787836849368366,2,6,6,7.788236451644321,1
CMPD_147,294.8884270383541,3.875436389700666,3,3,2,9.230732214755669,0
CMPD_148,275.61529228990304,3.8272155135528108,1,9,1,9.244369794862115,0
CMPD_149,324.8417644467993,3.986028482869861,2,5,10,13.702020602805383,3
CMPD_150,332.13241501208415,3.493347682310682,4,7,4,11.74845271589344,4
CMPD_151,237.76540946951064,3.200088988340075,2,8,3,10.778204313189923,4
CMPD_152,299.3389540798719,2.7206065024880792,0,5,4,7.3332472750545135,1
CMPD_153,333.65584514382755,3.909686634069703,0,8,7,10.95002901180384,1
CMPD_154,294.3996311305967,3.711944741221993,1,3,11,12.468664645871398,3
CMPD_155,321.87190935007095,3.0171086835680203,4,5,3,8.596145148021389,1
CMPD_156,310.5349640288125,3.230713163351688,4,7,8,13.617859470600797,3
CMPD_157,310.2498069585788,3.2666205940242796,2,8,6,9.260796922368602,0
CMPD_158,291.8605506579511,2.758507784008791,1,2,9,10.24804821389383,1
CMPD_159,263.5025758759287,3.091158801697433,4,1,11,6.84104923524914,0
CMPD_160,266.35409557724915,2.933084821596823,5,5,6,10.008445949213048,2
CMPD_161,321.2805754336595,3.2937604940560314,5,3,7,8.679062860869701,3
CMPD_162,300.5837476655665,3.1306512508352187,0,0,11,9.823356365451644,2
CMPD_163,295.84463266178324,2.6864975395666257,2,7,5,8.978121003000698,1
CMPD_164,287.2832987303294,4.5112951152847405,3,8,7,12.328421418269377,0
CMPD_165,290.84433463557747,4.126270365514616,0,8,2,12.198669645253087,1
CMPD_166,331.4073538346442,3.110490289240007,1,1,9,9.106626197237667,2
CMPD_167,289.9426775439592,3.636210698326805,4,8,9,10.739429934776625,1
CMPD_168,259.76805860095294,3.7087325449106476,0,6,0,10.53299718937226,4
CMPD_169,322.30955326620517,4.095542927386738,3,4,5,12.838456905297633,2
CMPD_170,293.85370008405846,3.090697486669961,3,6,0,11.447848463831049,1
CMPD_171,300.9418759659833,4.046053391991213,5,8,8,8.488607173947297,0
CMPD_172,348.2273491919853,3.2260473478965324,1,7,1,12.7128345889395,1
CMPD_173,299.3831832794848,2.832068797915693,0,5,10,8.985167720244117,0
CMPD_174,308.67551019356176,3.8620682796572487,2,3,1,11.347582840552331,4
CMPD_175,264.6322952610502,4.145379212061214,0,0,6,9.442792697255289,1
CMPD_176,293.4099164294712,4.793954486765342,5,5,1,14.69887571465837,4
CMPD_177,318.28578135625804,2.900137367454893,3,2,9,8.890037193797259,2
CMPD_178,253.33878798476275,3.8494598425403943,1,5,7,10.763522233438483,0
CMPD_179,306.0253527934713,3.2950993781032336,1,5,5,9.419820008287264,2
CMPD_180,303.02373217934417,3.8916793552620157,2,3,6,7.873759815009192,0
CMPD_181,301.2386236676232,2.7647552243843747,1,1,6,11.052796303050258,4
CMPD_182,331.11476695974727,2.868615112150718,5,8,5,11.962920154185031,3
CMPD_183,310.03315544545563,3.112062588416758,5,1,9,4.8806294430969634,1
CMPD_184,344.3421569506933,3.5394820228340422,5,2,10,14.003874989060943,4
CMPD_185,270.1923145321789,3.179459366730822,1,9,8,7.270796660708876,0
CMPD_186,304.07773701655043,3.82952717195671,1,0,8,9.143317606530754,0
CMPD_187,302.5340035916984,4.013447309128957,5,6,6,11.951516365632196,0
CMPD_188,267.9223651873476,3.799788770622678,1,0,8,11.932075393215843,0
CMPD_189,328.68885006274036,4.309393819830434,1,8,9,12.345777879603244,1
CMPD_190,369.7401991755845,3.7079133147276715,3,0,2,8.640919678395427,2
CMPD_191,299.48981776548504,2.8915516448299163,0,4,2,12.949704845342579,3
CMPD_192,315.150632648213,4.18168825676917,4,6,0,11.82792925788307,1
CMPD_193,302.5355542744598,3.197421882197001,1,2,4,8.255417968659385,0
CMPD_194,278.59245990278475,3.955209249842785,4,8,3,9.516889485631836,1
CMPD_195,245.3771916659395,4.286867108277553,4,7,1,10.282262563623929,4
CMPD_196,278.826795507139,3.7283440053651997,3,2,8,8.369496910296471,0
CMPD_197,258.24124857144807,2.751920593417675,1,4,2,10.365271600423778,3
CMPD_198,351.12306234177356,3.0408939167451043,5,6,7,9.502065114451886,0
CMPD_199,296.54670918230283,4.161372233442568,4,3,5,10.434524333712492,3
CMPD_200,289.62242012858485,3.415438657178592,1,4,4,12.145173991712575,3
