compound_id,mol_weight,logP,num_h_donors,num_h_acceptors,rotatable_bonds,bioactivity
CMPD_073,285.3783175112968,3.936814251037265,0,7,4,15.026438770898968
CMPD_074,316.0094398610666,3.484798616734751,0,2,1,13.090203299418818
CMPD_075,342.3064141444322,3.963433442875979,4,2,5,12.30993296057582
CMPD_076,295.647702128891,4.60211448464782,2,3,10,14.129052246504633
CMPD_077,290.1617423919792,3.1148085306419384,1,8,5,14.123799776737645
CMPD_078,324.03242891364556,2.884930878120956,4,4,9,13.278046261984302
CMPD_079,266.70141488891255,3.596280117266313,2,7,9,11.588358946877012
CMPD_080,334.4118413352129,4.072379805726149,0,5,10,17.51265070069511
CMPD_081,304.2842817732775,3.0297698551071215,2,2,5,12.314489806470908
CMPD_082,282.6674847553747,3.517312369379623,0,7,8,16.552830102784416
CMPD_083,281.8749719005244,4.185021830585495,4,8,10,13.087465432703096
CMPD_084,258.49612464514905,2.6835610807548136,5,7,7,7.609634075985268
CMPD_085,283.9148350012803,3.6176589807195496,4,3,7,12.71864997633168
CMPD_086,292.078867140168,3.2299484532006075,3,5,0,10.488239811408969
CMPD_087,268.16119404865555,3.5620782954856516,3,0,4,9.141138495245187
CMPD_088,298.6360507161299,3.854892145291844,3,3,6,11.607036270573756
CMPD_089,314.1875125357649,3.6104042539440457,4,7,5,15.597564277375055
CMPD_090,293.5958359200174,2.9948887989440722,1,0,4,11.746451883586781
CMPD_091,319.881774795578,3.2493769308832605,4,2,7,13.308842440313242
CMPD_092,275.78580051061994,4.213296490162233,5,0,2,9.069532337777314
CMPD_093,330.1014829265982,3.664466446962049,2,8,5,11.07586540512765
CMPD_094,303.65444117324574,3.9201595637924243,4,1,4,11.167129367068219
CMPD_095,346.3577150926423,3.625147655091521,4,8,7,13.214195183248426
CMPD_096,372.426519367162,3.90455803412096,0,3,3,13.435161601148693
CMPD_097,285.89269223090156,3.3019269550313393,0,1,7,13.878201095670772
CMPD_098,287.12808369295624,3.116244176616282,0,3,9,15.234774829811208
CMPD_099,292.6127363415385,3.8818488579240236,4,9,1,10.654955028909827
CMPD_100,317.87106750526544,4.0636870052227785,1,5,8,13.583317829075467
CMPD_101,339.7790991142527,3.042859344601679,2,6,8,14.895700701045584
CMPD_102,280.4157454749059,3.212027594288136,2,2,9,11.462578853753412
CMPD_103,311.4373279943422,3.4183867858845467,5,2,9,10.288154987935437
CMPD_104,295.922181304327,4.309912302491324,1,9,5,15.113352623480282
CMPD_105,318.54327307621764,3.7815677275841297,1,7,3,13.7460110845358
CMPD_106,345.2837308022307,2.8379565850670567,2,4,3,11.97992398493153
CMPD_107,292.7901528770096,3.453508604205249,3,3,5,10.405408554653906
CMPD_108,249.90396999978807,3.377060622124783,0,6,4,12.0723447569658
CMPD_109,322.3170503064088,2.913365221998035,0,6,5,13.53925975139392
CMPD_110,275.01884344183645,3.447604041552636,2,8,6,11.367028595690405
CMPD_111,295.7065278910867,3.3549812801968137,1,8,6,13.064314120102384
CMPD_112,323.6109251061484,3.3191837381914207,5,4,8,13.393882532399688
CMPD_113,308.92184560593324,3.2963093163090944,3,7,7,15.062907908276886
CMPD_114,296.9483992334086,4.235696774174402,2,9,5,13.189068809933758
CMPD_115,282.72354862625036,3.3181484419497425,0,0,11,16.398791957694502
CMPD_116,213.00318659175002,3.5248355281501325,4,8,5,8.703446698882967
CMPD_117,320.9496244726861,3.4706176438616354,1,7,4,14.166497969005293
CMPD_118,292.4114490232271,3.247491574816332,4,5,0,8.687636073533001
CMPD_119,345.40008835067175,3.539752366183849,5,2,8,13.139966434647476
CMPD_120,311.9408408988561,3.532675298048882,2,2,8,13.624892353942755
CMPD_121,283.7662388239547,3.539878263449608,0,7,8,16.71995621543017
CMPD_122,332.0061026512812,3.0703834289517893,3,4,10,13.298045394132503
CMPD_123,334.5338821787457,3.3969377463736796,4,9,7,14.122627825432273
CMPD_124,293.4290455694257,3.880160937674929,3,6,9,13.907200194906718
CMPD_125,335.8093459671968,3.4100916843099798,5,4,2,10.200741936808157
CMPD_126,283.3407583384186,3.580890956300629,0,7,0,11.734792084932414
CMPD_127,304.7894330822371,3.5835185003631778,4,9,10,13.366108928909865
CMPD_128,317.1422516315634,3.7086975653669585,5,9,11,14.462916450976966
CMPD_129,323.5434475204257,3.7793254575069053,3,3,11,14.911312535095298
CMPD_130,318.6456554584767,3.4129246951253895,3,1,7,13.206915074130773
CMPD_131,290.02028458310485,3.0443323484539517,4,2,6,11.706718860351515
CMPD_132,332.8109292207432,2.8906423356625623,0,7,4,14.605432576601071
CMPD_133,296.26718030680746,4.008843206368179,3,6,9,15.457467182238897
CMPD_134,282.9291791317442,3.885125223985533,2,1,6,11.672700552964063
CMPD_135,283.3698609806001,3.8246823421687632,5,5,9,14.044537012726913
CMPD_136,358.19965174429007,3.9056017639313367,4,8,3,10.813137244531205
CMPD_137,277.74049715724163,3.419222008187056,1,3,8,14.801555927920383
CMPD_138,338.7490568028134,3.1875617911172247,1,8,10,16.631840665993717
CMPD_139,265.93599912569493,3.009796295100981,0,1,9,12.117894247068724
CMPD_140,314.63716335222557,2.9553250017072505,2,1,1,10.814327073943257
CMPD_141,308.91250354472504,4.106079344275166,3,8,8,13.7737144746084
CMPD_142,348.6368063917868,3.2534275721229258,1,6,8,14.124671799718906
CMPD_143,280.36794314494455,4.027429534605443,0,6,4,15.31155690774516
CMPD_144,272.08007346118836,3.4065570848096747,5,0,10,11.73888832112413
CMPD_145,296.50468864959055,3.161879395878788,2,5,0,9.67587615579562
CMPD_146,349.94405487721355,2.952817601224928,2,6,6,13.660327593100794
CMPD_147,273.47524560168694,3.2059228215061246,0,5,9,15.841937601069843
CMPD_148,222.347501033874,4.209119391453145,0,5,9,14.714838045746474
CMPD_149,301.7930351211985,2.9578949601100937,3,1,3,12.274867408049568
CMPD_150,328.4856875388303,4.558373410739826,0,5,8,16.641216166727897
CMPD_151,269.58582202080413,3.079696286265178,3,3,5,8.983780191809233
CMPD_152,325.43796520059794,3.874974985325623,3,8,2,11.327667541048333
CMPD_153,268.9226704496263,3.427374352872506,4,0,5,10.324083659436727
CMPD_154,295.60324392924963,3.339720208736907,2,7,9,15.116156906385497
CMPD_155,322.5804694585817,2.864289611437432,5,4,5,7.977982298345863
CMPD_156,264.37603794784684,3.450803508624381,2,0,4,14.615619004544978
CMPD_157,305.44539994522665,2.920857001816998,2,3,1,11.427164353167562
CMPD_158,336.4492053387671,2.65921145011628,4,0,9,13.025538757516614
CMPD_159,314.21802297634054,3.5597993391087246,3,5,9,15.579126400178819
CMPD_160,278.38121827227695,3.182288446582122,3,1,1,12.77358671351153
CMPD_161,345.5615505815038,4.3421742580624905,0,4,6,16.19927253598784
CMPD_162,319.7517753576747,4.000010857546411,4,6,1,12.019343586027407
CMPD_163,244.1865600022708,4.348716090668385,0,1,11,15.879672288419396
CMPD_164,325.9273084420268,3.159558547746051,4,5,5,11.768905479865442
CMPD_165,282.8587724274817,3.5680688700656438,0,5,4,12.771487861899647
CMPD_166,305.89690642927394,2.1896645201594733,1,4,3,10.764430743360183
CMPD_167,330.2401201287978,3.359098809656638,2,4,6,12.57801322042303
CMPD_168,283.511862460055,3.5492491740123406,2,2,7,11.61763591405115
CMPD_169,250.63222157874557,3.577024038850886,5,9,3,10.360925758814837
CMPD_170,345.16635575717487,3.4788157947291634,3,9,0,9.21042673704344
CMPD_171,334.93750413605846,3.533296285875834,5,1,0,9.584621733130692
CMPD_172,297.3823196045116,2.143378682918294,1,6,0,10.597867150947662
CMPD_173,325.60264354476345,3.628110918040989,5,0,10,13.392899831470622
CMPD_174,288.9183980380895,3.7417199459650194,2,5,0,10.285500090112816
CMPD_175,302.9091053028255,4.169012701314426,3,5,4,16.105442095850318
CMPD_176,295.6713617208978,3.6843690296384652,1,2,3,13.9805566149389
CMPD_177,290.1316774392809,3.434631466643381,2,1,8,12.047219381699875
CMPD_178,310.7790774025726,4.052470961115485,0,1,2,13.001887489884236
CMPD_179,263.75463529063234,2.321332887700261,4,8,6,10.741776554075761
CMPD_180,292.45257507703263,3.2425257346864282,1,4,10,13.83244959388891
CMPD_181,309.43438417450216,3.1170950099706443,3,6,7,11.539664513275923
CMPD_182,355.1430212388491,3.4827391000843444,5,4,5,12.365673437091585
CMPD_183,264.9739735406191,2.4006535938854174,5,6,11,12.016475020330914
CMPD_184,315.6165917319728,4.15981783112186,1,3,9,16.496634183681714
CMPD_185,318.9044632928358,3.375095050157877,3,7,0,11.889861239350848
CMPD_186,243.6984380795179,3.6593983455794667,1,9,7,15.650760283702988
CMPD_187,312.31596043227756,3.611545612529947,3,9,9,13.550406072056273
CMPD_188,326.4085523695134,4.131244947438475,5,6,2,11.497068720929851
CMPD_189,317.65958038147306,2.5690249325629764,2,9,7,14.460155425153172
CMPD_190,297.4821823538197,3.5561605827349063,0,4,11,15.62114571375131
CMPD_191,309.99720109567284,4.073089130352431,2,5,3,11.600860416718104
CMPD_192,305.0953409174709,3.4510067766396544,0,4,7,16.535919468465544
CMPD_193,249.31627985054416,3.024365303430849,5,6,10,12.874974015096079
CMPD_194,305.799609742634,3.198054942172107,2,1,0,11.122981003845265
CMPD_195,288.9878878205498,3.3035289990967978,2,4,2,10.363391006648493
CMPD_196,278.8553348700605,3.1394749852385053,1,9,5,11.877706196223098
CMPD_197,374.5490986075996,3.4235944414663204,4,2,8,12.871578678804996
CMPD_198,337.5784715885867,4.254123701592501,5,8,1,10.766888346548606
CMPD_199,265.4948381905684,3.2013176172312585,3,5,10,12.543896456943981
CMPD_200,310.3990858969752,3.2561630128605006,5,9,0,9.72904248307535
