compound_id,mol_weight,logP,num_h_donors,num_h_acceptors,rotatable_bonds,bioactivity
CMPD_055,351.5499761247975,1.4806300340459866,0,7,2,3.9870682681798035
CMPD_056,346.56400595580993,2.5157659271337485,0,6,5,9.826182852710751
CMPD_057,258.0391238388681,4.2669111491866225,3,9,7,4.107672175139029
CMPD_058,284.53938120743925,2.292330534381219,1,4,8,4.732435778373368
CMPD_059,316.5631715701782,3.443819428146228,2,2,6,4.481117068184202
CMPD_060,348.77725635611796,3.7746340534293368,0,3,3,6.988799092650924
CMPD_061,276.0412881077355,2.073069528421917,4,5,5,4.87371588705605
CMPD_062,290.71705116680914,2.9404746439382,4,4,4,3.955506710916085
CMPD_063,244.68325129969858,-0.24126734006907258,3,4,7,5.6080308283265925
CMPD_064,240.18966879596647,1.9756123586657102,1,2,0,5.986931645710422
CMPD_065,340.6262911197099,2.7474318486068396,0,9,0,5.780691609341883
CMPD_066,367.8120014285412,1.7522168180351505,1,9,5,5.057902769015811
CMPD_067,296.39949392098333,4.632411303931635,0,7,9,8.913835077942572
CMPD_068,350.1766448946012,1.5698586220393673,3,5,1,6.368853756937796
CMPD_069,318.0818012523817,2.559955513303016,3,9,4,3.725710086424133
CMPD_070,267.7440122697438,3.1307405772860912,4,6,0,7.3115748719301985
CMPD_071,318.0697802754207,4.441273289066116,1,9,6,4.541163007541962
CMPD_072,376.90182832329845,1.5641378488205606,4,4,0,10.238249578519914
CMPD_073,298.2086980445024,4.16316375215496,1,2,3,5.7178901419519
CMPD_074,378.23218279070034,3.010233061019587,4,6,8,7.803319188091992
CMPD_075,169.0127447955128,2.018491348952049,2,7,0,0.971950241579981
CMPD_076,341.0951252187612,3.462103474263271,2,5,3,4.030950273478995
CMPD_077,304.35235341190855,3.19905969557347,2,7,5,7.5642189333175045
CMPD_078,285.0496324767066,2.3997831228412054,2,4,5,5.767197235494892
CMPD_079,304.5880388267751,3.0698020849900187,0,6,7,8.616455230837861
CMPD_080,200.62155426995537,2.61468640313824,2,6,0,5.195446840857762
CMPD_081,289.0164056081244,3.113517345251248,3,6,6,5.619460150217928
CMPD_082,317.85562857558733,3.6621306745210465,3,4,0,8.315130339441286
CMPD_083,373.8947022370758,4.586016816145352,0,4,6,7.91275420282346
CMPD_084,274.0864890863176,1.762184501173151,2,7,2,4.822691542066057
CMPD_085,259.57531985534064,5.133033374656266,2,3,7,3.6679003852713623
CMPD_086,274.91214782077316,1.0479122004774981,2,7,2,1.4964892011072406
CMPD_087,345.7701058851037,2.8482149049644168,4,5,0,5.286024044643422
CMPD_088,316.43755548298424,3.5883172064845765,1,2,7,3.943704632646242
CMPD_089,273.51198981164805,3.2809918677350325,4,6,2,9.159776049741561
CMPD_090,325.6633716556678,2.3773004801794064,1,3,1,4.7188073484695785
CMPD_091,304.853877467402,2.7918777496427247,2,2,0,4.511163041200725
CMPD_092,348.43224952664445,2.506999065341167,2,3,2,3.653155089917593
CMPD_093,264.89734530613237,2.4106352430557885,4,9,1,4.690560984582848
CMPD_094,283.6168926701116,3.8496020970210245,4,9,1,4.4243267419398995
CMPD_095,280.3945923433921,3.3570154859650474,1,8,5,7.946241615147115
CMPD_096,226.82425259339408,2.3070904047393457,3,9,0,4.951665805530352
CMPD_097,314.8060138532288,3.8995998754332506,1,7,1,5.724724092091047
CMPD_098,313.05276360899444,3.3072995208766094,4,9,5,5.459248457053708
CMPD_099,300.255672832123,3.81286211883896,4,4,2,6.76310532048893
CMPD_100,288.27064333124264,3.629628841923612,0,6,3,4.767177069053036
CMPD_101,229.23146289747928,2.171004989077928,4,7,0,5.710224268180343
CMPD_102,278.96773386173203,2.4398189598030307,0,2,7,7.65461396568879
CMPD_103,282.8642741736615,3.7472936051232617,3,8,6,6.093484617698412
CMPD_104,259.88613653891906,3.610370265433465,1,8,6,4.785301467694834
CMPD_105,291.93571441669957,2.979098406035852,1,8,2,3.9870782283127286
CMPD_106,320.2025428407269,3.117327383308782,0,2,9,5.301072187217535
CMPD_107,394.3092950605265,4.2776648957884245,1,2,9,7.415477751142964
CMPD_108,308.72889064159193,2.40842861116417,4,2,2,3.2293407546563544
CMPD_109,312.8775195361382,3.5470973811700377,2,2,1,6.93079907004231
CMPD_110,296.2777042116916,2.797807347566106,0,8,0,5.753976809215624
CMPD_111,204.06143923504794,2.78231879677278,1,8,6,4.29506253238968
CMPD_112,298.67430622753915,4.09877685198719,0,3,6,4.607500630297608
CMPD_113,303.01151049705135,3.8254163489880297,0,7,1,4.8980901884152654
CMPD_114,423.1621056242643,3.8135096360006386,2,6,6,7.708931082040669
CMPD_115,290.3819517609439,4.305478807154329,4,9,7,5.342050109182205
CMPD_116,315.07736711668065,3.021003841632759,0,9,0,4.901164104412228
CMPD_117,298.26441151473784,3.681952971294964,1,4,8,6.253684652334159
CMPD_118,241.5660981190234,2.689733243406544,3,8,6,5.646918971769084
CMPD_119,357.14114072575103,3.324166352488442,0,4,2,4.230065450520282
CMPD_120,337.5966516343387,2.8698569456323155,0,7,7,6.720173255772096
CMPD_121,339.5515973521523,3.0969959649927183,2,7,6,9.657762889311458
CMPD_122,254.53062726026306,3.5951570254369134,4,4,7,5.809253159209579
CMPD_123,370.13971554680495,2.1817793167665274,3,8,5,3.5710642798792005
CMPD_124,229.90744686038596,5.092387275685461,1,4,8,5.2743762839317245
CMPD_125,329.3428546900135,1.993982618500298,3,9,4,2.946603747459638
CMPD_126,409.5227812904989,1.7858113872122678,1,3,2,11.224866459722454
CMPD_127,250.4731837434656,4.158110873500068,4,9,2,8.474054955261375
CMPD_128,271.6851135198614,3.7916626939629356,1,5,0,4.297109680401814
CMPD_129,304.98256825438204,3.624119817052155,2,8,7,2.2437368657582817
CMPD_130,274.82621729419003,3.62834550926428,2,8,1,3.9935399432291523
CMPD_131,222.46682844669337,2.9877532271530853,2,6,2,4.451957498772656
CMPD_132,303.42814874030137,2.1027456285141684,2,2,7,2.8017604371948224
CMPD_133,246.88481431369476,3.0758045581937266,3,5,7,4.872894826461979
CMPD_134,323.6796215317591,2.322838288487888,4,7,3,5.387712047761003
CMPD_135,254.02878828830984,3.9751197334177513,1,8,3,5.325531901819207
CMPD_136,377.496720250877,2.8529426184978615,1,4,4,6.604729229765526
CMPD_137,260.83733538318813,2.1745028032074885,2,5,5,3.5773972343369027
CMPD_138,283.89692418971623,2.6786141583470067,2,6,4,4.026709598107382
CMPD_139,340.6758608684835,3.412931454275624,0,7,6,6.016440000817472
CMPD_140,238.45678417830223,2.4362754471960253,4,2,1,3.881707191691704
CMPD_141,311.37299673020647,2.1777796044335687,3,2,6,6.892750080371305
CMPD_142,365.3571377141214,3.2436872114919124,1,6,9,6.2317819229419555
CMPD_143,219.62583827193862,3.2449665711087228,0,6,6,7.518259890826471
CMPD_144,309.2316929266152,2.4930568246288702,0,4,0,6.772346269135878
CMPD_145,312.9941397124212,2.5289616943816773,1,8,6,7.238408370648277
CMPD_146,339.0911435888655,3.2320499373576363,3,2,4,6.112965531571597
CMPD_147,238.1524644560959,1.5519156585026759,0,7,2,4.972758462346671
CMPD_148,233.9771693457862,1.5925362256234448,0,5,2,7.2960061858839715
CMPD_149,326.09707828084487,2.281555778747564,4,7,3,5.121687035377661
CMPD_150,314.8492336616593,2.786552848288153,3,3,1,6.447316652693267
CMPD_151,312.52464251729384,3.3109075655980047,0,3,1,5.256980883490552
CMPD_152,317.32241047484877,4.475356216949552,3,6,0,5.417805638862489
CMPD_153,265.99876392107547,3.8576596232020193,1,4,4,3.492409202918377
CMPD_154,311.61268485805016,2.8400614700365727,2,3,3,4.486361469298747
CMPD_155,314.65362366493406,2.980983792097311,0,2,9,4.252230438734396
CMPD_156,264.28242909868163,1.9974706353621912,4,7,1,5.93412456790779
CMPD_157,393.28872555723785,2.98148686400761,1,7,2,7.991344834308633
CMPD_158,323.6916460455894,2.7113413610798616,3,6,6,5.565920536196276
CMPD_159,240.43482513986757,3.3227185603380893,1,8,6,5.281062002677965
CMPD_160,332.8276804316915,2.172769056447677,0,8,3,5.516846677304038
CMPD_161,251.26591648863393,3.5193465142411724,3,5,4,3.848429936470979
CMPD_162,339.3542301871226,4.532738913002578,2,6,4,7.3402107303668025
CMPD_163,357.9297789503702,2.8912398515431423,1,9,5,7.047223815297235
CMPD_164,258.9658840824145,3.4017117220989412,0,5,8,2.291011035078094
CMPD_165,348.1688064622161,3.6901439917111123,4,9,1,5.626038961940392
CMPD_166,320.6390463468249,2.598779528114164,3,8,4,4.343227404468523
CMPD_167,341.10300799972447,3.2240924818104166,1,6,2,5.347031473680449
CMPD_168,394.8396491326974,3.012592400781795,1,9,3,5.444008380835764
CMPD_169,287.73059419985645,3.0976760985488316,2,6,9,5.317442995741348
CMPD_170,262.3131917821255,2.2269902161445336,2,6,5,4.550958836735497
CMPD_171,255.52427851872383,3.0245101742589426,4,8,7,4.530982761881874
CMPD_172,259.2094857517281,3.49799829124545,4,5,0,6.802977329149896
CMPD_173,296.1449145292948,4.451143607795042,0,5,9,6.442331497076325
CMPD_174,317.0575987408322,3.959270826085207,0,6,7,4.710661094566191
CMPD_175,313.8345399665009,5.153182457511557,4,3,6,5.020343546196034
CMPD_176,341.3591624518012,2.2326524371119505,4,4,0,6.574546451328626
CMPD_177,300.65009459389535,3.872320636720678,3,8,1,6.329362367165171
CMPD_178,372.67670385786585,3.1833420057383517,2,4,2,5.33943088055939
CMPD_179,286.7671583381022,5.189802933217672,0,4,0,5.235665876349542
CMPD_180,436.00845832948096,2.1917017146448483,2,5,8,9.549463814889746
CMPD_181,331.2833673882503,2.160278157819224,2,5,7,4.849039356882411
CMPD_182,257.1421221791859,2.400607354555978,4,3,1,7.877688839935635
CMPD_183,246.45537509694438,0.8761042756901931,3,4,8,6.40766459232717
CMPD_184,324.12362076215925,2.474244978319239,1,4,6,8.276785118036715
CMPD_185,288.82686073370746,2.240867338446302,3,6,8,4.368747383077561
CMPD_186,335.70002470460463,3.1503937864762075,3,5,5,5.619205814599525
CMPD_187,323.66188122867726,3.3417559757771595,2,4,5,5.097048696701144
CMPD_188,296.3585543671564,4.876170839215886,3,7,3,7.341332415482457
CMPD_189,257.6603140965798,3.95042383818605,0,3,9,4.3201198657762685
CMPD_190,224.25763876570676,2.423096344337597,2,9,9,5.781709262105138
CMPD_191,277.67425239664897,2.101585328651642,0,7,1,6.204350173619715
CMPD_192,342.8199397161736,3.4919191715065057,1,7,6,5.905347018241121
CMPD_193,310.7046872065102,1.6797667929793578,2,9,4,7.423013152609541
CMPD_194,237.7130610644006,4.831458765854354,1,8,5,5.221796291819349
CMPD_195,308.6590462925591,4.179440120721287,2,8,1,6.9556630529101735
CMPD_196,319.26586898644183,2.530824347895295,4,3,4,4.903686071277274
CMPD_197,255.80712818994334,1.2868654709091225,3,7,9,3.8016026078301075
CMPD_198,307.6862552972764,4.353872374165412,4,4,3,6.808968084275717
CMPD_199,302.9104359223,2.885460154747382,1,5,8,6.163910741198361
CMPD_200,242.85148510846884,4.237816311973462,3,3,5,5.417257978474583
