compound_id,mol_weight,logP,num_h_donors,num_h_acceptors,rotatable_bonds,bioactivity
CMPD_052,238.59195939831602,4.042363071087473,4,0,1,12.284058977934153
CMPD_053,303.9357027103165,2.9402221369557946,5,0,8,18.139223974126526
CMPD_054,302.5928555123531,3.130491564989426,3,4,6,18.898141323937292
CMPD_055,326.43214720867843,3.725805341363128,0,1,10,20.000882361856604
CMPD_056,346.68001715517613,3.317231358120914,0,3,2,19.369726022286603
CMPD_057,357.37228229750394,3.380696615371852,5,0,2,18.43987644893019
CMPD_058,325.92462640412657,4.143282411085305,3,3,6,19.272580283377426
CMPD_059,308.35857576197753,3.344816810903965,1,5,4,19.303189835842108
CMPD_060,257.17999231453604,3.015535325875709,4,9,9,16.847187219625752
CMPD_061,306.0606281097002,3.0830999991822026,4,3,5,19.010943380204477
CMPD_062,306.448205098168,4.59117825059635,2,0,11,18.80259799768744
CMPD_063,294.0407922103192,3.4108902598073816,3,6,7,16.92256396400794
CMPD_064,318.98902951802427,2.817876122391045,2,1,8,17.446773898671754
CMPD_065,333.65717132946406,2.615270702341703,5,8,0,18.852050273900065
CMPD_066,275.4478820841395,3.187681678662943,2,2,2,15.59386138019154
CMPD_067,274.98046937401597,3.4017389402863083,0,7,10,18.57840607541682
CMPD_068,295.82123964670114,3.9745868532138364,4,7,6,18.316697884586684
CMPD_069,281.5431242787623,3.9261725832308834,2,2,5,18.508332734228002
CMPD_070,250.7624039292041,3.4968267894635825,0,3,6,15.94861594093875
CMPD_071,270.1022179103114,3.2729157069202053,3,1,7,15.746101384103925
CMPD_072,263.03036558887675,3.669800926710845,2,3,5,17.30464260197129
CMPD_073,336.2535152405446,2.625626961931806,5,8,2,18.648195420540596
CMPD_074,351.08481018027834,4.490540446964609,5,1,1,20.369885241042624
CMPD_075,267.1369962811624,3.8270527979283058,5,2,11,16.749977314422523
CMPD_076,316.3822053941133,3.933495109864136,4,3,6,19.10767221655806
CMPD_077,326.2054927340925,2.9629233090616944,2,4,11,18.84621690124749
CMPD_078,255.2319364002041,4.141324320648298,3,0,11,17.504430501050777
CMPD_079,304.82936841536997,3.2699914194868525,2,6,11,21.778145352941095
CMPD_080,376.0054849603958,3.0237209385907184,4,9,10,22.828079137159758
CMPD_081,320.3144059907289,3.4804138146968904,0,6,0,18.953696477923582
CMPD_082,292.6409837600241,3.468722457005813,4,8,2,18.036129861930878
CMPD_083,283.19440424345373,2.9607314637440014,5,3,11,17.718165523753886
CMPD_084,239.32615245837314,3.052531323229317,0,5,10,15.793145005786503
CMPD_085,314.11420968350194,3.013384112335975,5,1,3,16.98751858992569
CMPD_086,358.43450361762945,3.0181424660715876,1,3,0,20.976893290150887
CMPD_087,275.5936873680624,3.3059510464502,4,1,4,17.027493057769206
CMPD_088,241.93245961448815,2.805507431913771,4,9,9,16.6164526593448
CMPD_089,280.0732745594033,3.1543127512930322,3,4,2,17.443981898536848
CMPD_090,326.44799237934626,4.022567274192134,2,6,1,19.814184881644596
CMPD_091,287.14499985533746,3.9116547260520917,0,0,2,18.08849272878247
CMPD_092,275.38595721260737,2.975060379553623,0,9,7,17.92738283714814
CMPD_093,300.57464745173576,3.979102458647117,3,9,5,20.457540439389696
CMPD_094,306.89102241503565,2.5167803654319756,3,6,6,19.40919505388298
CMPD_095,258.34829577684917,4.7145721610060765,2,9,11,19.54243608641994
CMPD_096,293.4814890918953,4.150156596067796,5,5,5,17.62678914465419
CMPD_097,285.08197158232986,3.2201340439299466,2,5,5,17.52647868621885
CMPD_098,280.7728695225575,3.691213280867555,4,7,11,20.09813031148393
CMPD_099,269.48889991825655,2.7995403359454354,5,7,2,15.46336682004568
CMPD_100,328.2377356438439,3.530221394962907,1,5,11,22.086058065613088
CMPD_101,280.66839213605914,3.4081684837487667,2,2,7,17.59884599202049
CMPD_102,240.15164142560144,3.0826183053038023,3,4,11,15.139540267063273
CMPD_103,307.928934659263,3.2657212568370704,5,1,6,15.964374710963385
CMPD_104,321.7559841801955,3.2165062620952867,2,4,6,19.672604599274514
CMPD_105,276.11951804352367,2.9341316403411826,0,8,5,18.344382081055254
CMPD_106,283.21011930648103,3.0709263770516686,1,9,4,20.32378173842472
CMPD_107,280.5283883871488,2.7790777870001437,4,0,9,15.089488953535058
CMPD_108,289.60039915709666,3.928665382780309,0,9,7,22.417720855626868
CMPD_109,333.20550546569467,3.0339436267718654,0,4,4,20.66624070419882
CMPD_110,296.5782248288293,2.888989564214923,1,5,8,19.017932114035563
CMPD_111,325.1878063700162,3.9207523399079984,4,6,8,19.60292005599498
CMPD_112,270.9350510535974,3.684810177169665,3,8,0,17.509307001970072
CMPD_113,288.4892874125705,3.9022505279744797,5,5,5,18.019315721241323
CMPD_114,328.6204144754192,3.9580416120983273,4,4,6,20.734781305270502
CMPD_115,275.8318380472122,4.468727448469212,2,6,2,17.188251653544036
CMPD_116,330.36409382725594,3.421980116653408,0,0,6,21.262569640473565
CMPD_117,281.14847727014586,2.7711961605022464,2,4,10,17.83579631568107
CMPD_118,290.35012454824744,3.635518900381063,3,1,10,18.334150243024535
CMPD_119,350.10487762046773,3.1654976885600914,2,3,6,20.4166997703667
CMPD_120,286.92543068501305,3.0212473583422295,4,6,10,16.835126782645386
CMPD_121,304.36037408251906,3.5499625861086206,2,4,1,18.430713400416135
CMPD_122,318.49309267565206,3.9328763665047948,3,5,6,19.958251276809662
CMPD_123,306.79525949016033,3.082002579201858,3,1,0,15.719936769755012
CMPD_124,307.6516004666873,4.137194043665859,3,2,4,19.385620663432174
CMPD_125,298.30380768054795,3.005193020498592,4,6,8,19.115869434322853
CMPD_126,260.93282372951035,3.3780483893372684,3,1,6,14.919415274124207
CMPD_127,310.44867990299275,3.693153940890434,0,5,6,19.054371797589898
CMPD_128,278.0259462896504,3.3060503956579708,3,4,10,17.143176254134595
CMPD_129,323.2730165220953,2.6119988305307316,2,9,11,20.577144987515656
CMPD_130,341.16184271849056,3.9637037458944024,5,0,1,18.564884122724717
CMPD_131,245.83328215748952,3.1882678298219864,2,9,7,16.681360538961282
CMPD_132,341.2142348228131,3.8724492246968465,5,3,2,19.68014881857405
CMPD_133,287.6682662439887,2.867927932486169,2,1,7,15.609486719462739
CMPD_134,296.07152333446584,2.953281708951794,4,3,2,15.512905906581464
CMPD_135,272.6283764246283,3.9312167047776785,2,0,9,14.354114444130412
CMPD_136,305.6540318719883,3.670254046371012,4,1,6,18.7614500591497
CMPD_137,302.00444649532216,3.280707144657662,4,7,1,18.040015061109685
CMPD_138,332.3076847587855,3.677515799085419,3,5,3,21.005248008672773
CMPD_139,277.7582017010923,3.022980432227821,0,1,10,16.36855643502548
CMPD_140,349.8240720581373,3.5551295587444547,5,5,5,20.35971458943559
CMPD_141,319.94142258926666,3.5642769616950325,3,9,10,20.963319204935964
CMPD_142,302.7290693032623,3.3131091974044855,3,8,8,18.72515832825669
CMPD_143,294.5764690831353,3.082357147204621,4,6,4,16.041281373453668
CMPD_144,290.8029165859845,3.535124289107397,4,8,8,20.314116596720304
CMPD_145,292.75968676780485,3.472509428349551,5,4,4,18.515275222339937
CMPD_146,305.0520587080642,3.2670889605401956,2,6,9,18.984341832109997
CMPD_147,293.73000117918804,2.983092764909625,2,6,7,18.883201916056706
CMPD_148,280.78411630477535,3.506238524667734,3,2,0,15.859405958616064
CMPD_149,305.2337788451011,3.268338817581697,1,6,6,18.380956393295666
CMPD_150,274.9113564382384,2.9826711897815334,1,0,3,17.95896627869416
CMPD_151,309.6740070300524,3.5217649053790554,2,8,4,18.04574339440006
CMPD_152,293.3079889355777,4.304152736027693,1,9,5,19.823217938629927
CMPD_153,320.9019272769553,3.316586167046461,2,5,4,19.582689124727164
CMPD_154,329.6722263208643,4.248888270621011,4,4,11,22.233958511227314
CMPD_155,329.66041681034216,4.557165857365048,3,6,0,21.32534218064517
CMPD_156,309.54315168157876,3.0232905488111625,0,4,11,18.123540248560552
CMPD_157,313.04493662300536,3.504522104099482,3,9,8,20.153114273395676
CMPD_158,290.31746921644697,4.551865958908155,2,4,1,18.478426426313234
CMPD_159,320.32919065450045,3.439460019295478,2,9,8,20.539689212861965
CMPD_160,323.7150408198517,3.5184060728827,3,6,9,20.820286006829047
CMPD_161,252.98012539426418,2.664997262812554,5,9,1,13.771897152207277
CMPD_162,311.3504158682179,3.2341690498401663,2,6,8,19.146220120746356
CMPD_163,341.043894231266,3.7777943423344684,1,2,5,21.153248933643948
CMPD_164,289.31129116185645,4.714641321475625,1,2,10,20.01685330043396
CMPD_165,282.76359071598364,3.4019965832641548,2,9,8,19.009196275919706
CMPD_166,287.40409616741044,2.6686868388743226,2,2,5,16.51676207916968
CMPD_167,254.8537202151262,2.7973754046133457,5,5,5,14.860645060820513
CMPD_168,303.7795186334673,3.4821051570308517,1,5,10,20.415067179675287
CMPD_169,300.8989632029175,4.088603399026124,2,2,1,18.249731663492234
CMPD_170,305.910804986319,3.8186768414376977,2,2,7,17.808634177025578
CMPD_171,312.47929863653405,3.7301279317550633,5,7,2,17.47456969328585
CMPD_172,276.06019793455573,4.154572193458798,5,7,6,16.13703023005872
CMPD_173,308.1959759706613,3.139885456240524,3,6,4,20.077287982014838
CMPD_174,313.2959597974719,3.5095473599787828,5,9,2,19.779897713469065
CMPD_175,285.34824807548904,3.2398089398988024,0,3,0,17.352771672512947
CMPD_176,312.60353994755917,3.364272132273963,1,3,7,18.867802218033045
CMPD_177,302.42119879160225,2.9968653228372575,3,2,2,16.64462218988256
CMPD_178,281.06430691669857,3.328011964283102,0,4,1,18.70886202484362
CMPD_179,308.4836608945103,3.4861422168773006,2,2,0,19.917530326402094
CMPD_180,291.27867769940343,3.314264250069225,2,7,3,17.70995236109801
CMPD_181,320.9119582204316,3.4194692484930993,3,6,7,20.91958883047177
CMPD_182,292.82500859792884,3.702520271718593,5,2,2,16.731279562630206
CMPD_183,261.3070325470482,4.1193478845322,2,8,0,17.148401005067704
CMPD_184,308.0096095658295,4.155577934056299,4,4,3,20.129157108366442
CMPD_185,306.88209743494303,3.8807108836984963,3,8,8,19.938507857963177
CMPD_186,267.56588661607015,2.870009260780842,0,6,0,17.170666178682815
CMPD_187,322.51608346305915,3.319795007215073,3,6,11,20.429914111836464
CMPD_188,320.94662508406435,3.3628574846436994,1,5,10,18.81201787525873
CMPD_189,273.90059422575274,3.1714250846057177,5,1,1,15.320580927688274
CMPD_190,280.21121096820264,3.6711755895148035,5,8,8,17.284808995581745
CMPD_191,295.7397716091142,2.7028357533592713,3,5,1,15.72810404299751
CMPD_192,277.2344360688709,4.346783234764146,2,7,2,17.822011310806094
CMPD_193,319.2119155473503,4.097610335760857,2,0,6,18.713295176339255
CMPD_194,304.4691584798163,3.739101130950879,4,4,2,19.044621367881852
CMPD_195,267.19328562335295,3.4689453350399075,4,0,8,14.671030933097544
CMPD_196,275.3258726145213,4.114419647536277,5,9,5,17.067981909705836
CMPD_197,335.63157531499206,3.8447024683901336,4,7,2,20.492729001009724
CMPD_198,346.06687133746243,4.053318892109046,0,7,8,21.42020490920611
CMPD_199,316.16186928157526,3.47047395887008,4,0,0,16.725465872942497
CMPD_200,293.6617423454906,4.394656542932084,0,8,9,19.034335616286977
