compound_id,mol_weight,logP,num_h_donors,num_h_acceptors,rotatable_bonds,bioactivity
CMPD_034,252.5008323111865,3.6302358745354404,5,5,3,16.47971736522103
CMPD_035,284.68673379700346,3.060526498376073,4,7,2,16.832521722893958
CMPD_036,288.6864637891966,3.648275660715653,4,0,7,16.535153504120043
CMPD_037,255.7376579671793,2.8545283748373915,3,4,9,16.976220174072175
CMPD_038,330.6753838108805,3.96150661844725,1,2,2,19.689410372331256
CMPD_039,262.08692768338375,3.868812965065251,3,1,5,17.29145038844851
CMPD_040,258.8832287379897,3.147060492969892,5,7,6,14.677170235887656
CMPD_041,302.64707261657844,3.6798245789410577,0,6,6,20.554067268822802
CMPD_042,329.21715359979686,3.54146027965479,3,9,1,21.940355111409133
CMPD_043,361.645638594395,4.2411497430764555,0,6,2,23.88305862163583
CMPD_044,317.47635163509534,2.983760516052564,5,4,11,16.793552442961545
CMPD_045,347.39489156170856,3.4238510107529265,5,8,9,20.470522145256886
CMPD_046,263.63830044820315,3.1796581816461136,2,4,9,16.583690043069268
CMPD_047,364.79217781983,3.5224090985500838,0,1,3,22.56749166653865
CMPD_048,244.15546648333535,3.7666368013917966,4,2,6,13.68946464906877
CMPD_049,284.88482238336957,3.1740963109631455,3,3,1,15.564581497546346
CMPD_050,316.81957558736326,3.317946889305394,5,4,2,16.390184860632488
CMPD_051,251.84348952912168,3.9830203990286814,0,2,6,15.952790545591215
CMPD_052,272.18849724224,4.178662330963221,1,6,6,17.200748069910265
CMPD_053,267.42232412131096,3.7467580176014392,2,4,9,19.066428480343106
CMPD_054,290.69336978250794,3.4310184506284207,1,4,2,17.33210597898017
CMPD_055,342.6474857001802,3.3834515394814253,5,5,11,21.13006080872416
CMPD_056,300.5047519886343,3.7740631643636453,1,6,0,18.9624576381415
CMPD_057,286.1080816729795,3.613883500702436,1,9,11,19.800472165135513
CMPD_058,213.47026898465396,2.6755120810543485,2,9,2,13.62247929453674
CMPD_059,314.00265614515735,3.786192616153951,2,7,4,20.699109387311733
CMPD_060,323.7004622693454,3.069715105288719,2,8,6,20.39513943034059
CMPD_061,248.99940696569365,2.791531795762174,2,3,3,15.07993969783347
CMPD_062,297.9908292083243,2.6658275559456373,1,4,10,17.938782894994805
CMPD_063,305.7902457099614,3.3919478144083404,4,4,10,18.173294610871725
CMPD_064,328.93805271911083,2.9917378189086987,4,7,0,19.629204008657926
CMPD_065,278.25694625263577,2.336819220130401,2,8,5,17.512358300281615
CMPD_066,273.73918916745606,3.3207722465815945,3,6,1,16.867049570146623
CMPD_067,286.3050810459491,3.254714582557067,0,4,11,18.064983226675565
CMPD_068,338.5331115833215,3.42504944267081,5,2,2,20.71080283682822
CMPD_069,331.3153632651801,3.1855510229788115,3,0,3,18.034502242084233
CMPD_070,299.3596409348276,4.414664831763639,5,8,5,19.069461250426876
CMPD_071,330.5932958156486,3.7586686473418203,3,4,5,19.749566079781165
CMPD_072,228.93926379443525,3.2501933381892614,3,8,6,17.301829057534462
CMPD_073,323.74962618280574,3.468186581276319,4,9,4,19.671215961453754
CMPD_074,266.4370151155846,4.207321333747674,0,3,6,17.50536588180172
CMPD_075,353.0107348318759,3.978311405867746,3,4,1,20.951497014404666
CMPD_076,268.07265864200326,2.801894092812484,2,3,0,14.951607316887966
CMPD_077,274.41713504299065,3.0128547195866853,5,1,11,16.042740244720395
CMPD_078,316.87271190393534,3.1090765629883297,4,0,9,20.4025004257552
CMPD_079,319.7686240434311,3.280150024532096,5,7,7,19.512246777348324
CMPD_080,286.61003763698443,3.2022883985619788,2,3,0,17.15557852242539
CMPD_081,311.1421210326909,3.5170046274305387,2,4,11,18.95280486066977
CMPD_082,314.8613944598546,3.867860655509444,3,5,1,20.74656540175325
CMPD_083,311.793439681741,3.951330144691243,2,7,10,22.489768800638025
CMPD_084,287.86335247324814,3.336601328550355,0,7,11,20.4151290623297
CMPD_085,315.1563307225707,2.682653240622802,2,6,9,20.057772351689152
CMPD_086,342.1911121504948,2.979795029064129,3,3,5,19.458626279337228
CMPD_087,263.2353456234352,3.2401126051849847,5,5,0,15.645194946164372
CMPD_088,274.7981989337458,2.8774827703743213,2,3,9,16.106738558124242
CMPD_089,300.8176689708174,4.070429493350807,4,6,2,17.371113067442778
CMPD_090,268.31327877995903,2.910229470709636,4,0,6,13.656487598839917
CMPD_091,245.89788797318218,3.8085315223676015,4,4,11,16.45239358982799
CMPD_092,332.7936892764587,2.659059822488731,5,9,7,18.388557849493232
CMPD_093,233.1363520192125,3.828600550648027,1,9,3,16.020062638366564
CMPD_094,287.92851907426996,3.430365646666207,4,3,11,17.579489095844487
CMPD_095,322.7683295927601,4.256265351151275,4,6,2,20.738719160081057
CMPD_096,308.00099368506216,2.934218696726835,1,8,0,18.469204475013658
CMPD_097,288.38251902063143,3.2179425996942026,5,4,11,18.50675234352633
CMPD_098,267.07681270395125,3.31478369929478,4,3,8,17.14482650777757
CMPD_099,310.31603439443813,3.423749964924844,3,8,9,18.78349336399081
CMPD_100,270.34816684599383,3.3270095845487546,5,4,5,17.101841503823973
CMPD_101,307.9779775895479,3.3366607170455067,4,8,5,18.684646330972264
CMPD_102,304.2275294470427,3.3284687283071683,4,7,8,18.375200331271955
CMPD_103,304.53098727165406,2.464410058709767,1,3,0,17.218724135137194
CMPD_104,280.7904372246175,3.996667250803884,3,6,5,18.033349935115307
CMPD_105,361.05027328004365,4.930568283816842,5,4,11,21.981923690618025
CMPD_106,310.74619901611123,3.649135552300494,2,9,4,19.21692673228471
CMPD_107,291.6387322734106,2.932124576070853,0,3,10,17.776380680832542
CMPD_108,307.92811719185414,2.9827306845758566,3,4,5,18.321533216957413
CMPD_109,276.7661506822707,3.806587000945784,2,4,10,17.923113583053116
CMPD_110,288.41086504566283,3.6927347379241215,3,8,7,19.302040736022004
CMPD_111,371.7575979635855,3.357854944723331,2,8,4,22.726526751161206
CMPD_112,276.97857580673076,3.876702185439593,2,5,1,17.527304534671973
CMPD_113,297.66681899206753,2.4680574766227545,3,3,11,18.25059916573587
CMPD_114,286.316854507507,3.877031063615562,1,1,11,19.836385648180485
CMPD_115,268.8109817152566,3.6188805822974466,3,2,1,17.394675899892675
CMPD_116,312.6325497065942,3.0020260046083838,3,1,9,19.573654709130633
CMPD_117,301.0941652996263,2.783338035809658,2,4,4,18.751827863370345
CMPD_118,327.33081926999785,3.560663641372814,0,5,2,22.500482498690292
CMPD_119,324.31733760990016,4.203619068383881,2,4,9,21.116585901445685
CMPD_120,327.0212315712599,3.385953384001483,4,1,2,18.58537010108625
CMPD_121,272.45389881447016,3.07365749188358,3,4,7,18.925542209733422
CMPD_122,319.2288239760929,3.5956441300681266,5,8,6,16.811987652759672
CMPD_123,319.9581451887028,4.410435905061737,3,3,0,19.012359494840215
CMPD_124,269.36811005379434,3.715649906531858,1,9,11,20.293421157065204
CMPD_125,290.44151273318283,3.769700994104704,5,1,11,18.318099384664592
CMPD_126,256.31663710563095,4.111399317985278,2,2,4,18.870602884505402
CMPD_127,320.0886789714085,3.736278699691911,1,2,8,20.000942626655373
CMPD_128,319.9506740833192,3.109515146419923,3,8,3,19.054328218913707
CMPD_129,342.91088397355065,2.627717524050982,2,3,0,18.915633471244124
CMPD_130,293.13604476556964,3.039173440110869,2,0,7,17.506209153228426
CMPD_131,313.54408759691387,2.9476368474511627,4,0,4,18.856961453757943
CMPD_132,329.63205303075927,3.8296540597556636,4,6,1,21.27946690822799
CMPD_133,277.38325414335924,3.899174025674554,0,6,11,19.232487255873934
CMPD_134,272.821045760469,3.5877860308577443,4,1,0,15.764289599387439
CMPD_135,278.31344396771505,2.8656540115784135,5,8,11,16.79659382844562
CMPD_136,289.5211359538434,4.393298511963348,2,8,11,19.583480059657308
CMPD_137,273.8833693306154,3.291894893080206,4,4,11,18.07394159443211
CMPD_138,279.6051687011633,3.8017405051507684,0,2,2,19.223862227910452
CMPD_139,326.4274550709974,3.5246624183497794,3,2,8,18.743819007759882
CMPD_140,297.1096010551712,3.604331741624957,5,2,0,16.881901798189876
CMPD_141,309.20095120978306,3.784092001670199,4,5,3,18.344243105746106
CMPD_142,283.47849635644275,3.151989919199524,2,3,7,18.259388412733763
CMPD_143,281.5090371245298,4.152701213132583,3,7,7,18.209096804376102
CMPD_144,308.5666766862119,2.710247291456364,2,4,9,16.770076728016136
CMPD_145,303.78186984010216,2.9807218469820578,3,0,11,18.77736168070276
CMPD_146,323.33960034924206,4.146214687168541,5,8,10,20.2804681373402
CMPD_147,339.0477899401198,3.7950023805522357,2,0,10,20.188947685559725
CMPD_148,279.25763387170787,4.770195548840717,4,5,7,18.71462604934981
CMPD_149,325.83553613291343,3.534175221826565,4,0,9,19.171950627259545
CMPD_150,267.60581496920514,4.350214648229547,0,2,7,18.41658412579628
CMPD_151,362.21336048409853,2.5712606086682985,3,9,3,19.73794334589337
CMPD_152,276.41087840585016,2.7932425134014025,0,4,7,18.111446943050122
CMPD_153,320.7189170927028,3.947762768708487,1,9,8,19.585099719250795
CMPD_154,267.38278983766,2.6298160871927574,4,6,6,16.84255750541822
CMPD_155,295.43727341559605,3.401316196495255,3,9,11,20.61129791008659
CMPD_156,346.3719942646055,4.083604541823579,5,7,1,19.216963203963925
CMPD_157,275.46887544041783,3.7505856322443343,0,8,8,19.50234526839791
CMPD_158,366.1255850365867,3.5055476101597898,5,5,10,22.6678964695716
CMPD_159,299.84173208672865,3.2754462655853422,5,8,7,17.963439996433173
CMPD_160,329.27137613947997,3.6011129372959823,5,7,4,20.318095522519407
CMPD_161,312.0883372051081,3.7886241861877648,0,8,11,18.54991033647994
CMPD_162,313.711201967891,3.1695528315069086,1,9,2,21.01939848184349
CMPD_163,257.21658848570684,3.6858680140060236,0,3,6,17.03951807418334
CMPD_164,285.81441621065864,4.039215372099355,2,8,1,18.364263731576386
CMPD_165,335.8792938745111,3.388760933350071,4,6,2,20.689014893310095
CMPD_166,289.67036394690007,3.534061425070326,0,4,11,20.940057013125244
CMPD_167,304.1649624815344,3.741889417001389,0,4,8,20.28747549903183
CMPD_168,253.57733614892547,3.775667108044872,1,0,3,17.30811437693107
CMPD_169,283.8726917699777,3.9392267864992196,2,1,3,15.69173276517128
CMPD_170,333.69117892894394,2.992812522009025,0,9,2,21.744757801888483
CMPD_171,261.5211170421918,3.235538748807345,4,2,4,15.132482998301196
CMPD_172,321.5123711098849,3.254060653975173,4,7,2,18.290647973958066
CMPD_173,305.33334415754956,3.0480439174186618,0,5,8,17.57642090694957
CMPD_174,292.9213354193046,2.6007930393210925,5,9,2,17.83848825142477
CMPD_175,291.60226373033976,1.872760529351146,5,4,1,16.353611663414437
CMPD_176,285.2691090576604,4.09772635587649,2,0,11,19.38365928857746
CMPD_177,287.9408708382911,2.7230534977762284,4,8,4,18.55197677777057
CMPD_178,327.8922067443347,4.283254563352954,5,2,5,18.44950430084073
CMPD_179,287.0386855726568,3.869704744308231,4,2,0,17.938403589391555
CMPD_180,354.2277096657692,3.297155810096873,2,1,11,22.445457635277805
CMPD_181,308.9859750912964,3.808211052407367,2,3,10,19.23588367123801
CMPD_182,282.7121421291518,3.7125666233568606,5,1,5,16.334088668854797
CMPD_183,329.2009785745684,2.949112818530113,0,8,9,20.385184976502973
CMPD_184,318.7168782922973,3.4925111131851847,3,9,2,21.310739095816345
CMPD_185,250.37470679317025,3.010080613729254,1,6,3,14.615012684672978
CMPD_186,268.9658592894739,3.827064001085546,3,7,5,18.0449148377059
CMPD_187,296.53739096392763,3.142389524100306,3,2,7,16.943951979360914
CMPD_188,252.49176196739407,3.451685231901664,4,5,8,14.878083464334527
CMPD_189,362.71589705914835,3.4301005404946254,2,9,5,20.705147004791712
CMPD_190,324.6669654611802,3.560789500269691,4,5,6,19.266573745303774
CMPD_191,299.60001458890616,4.331277540557011,5,0,4,16.08043764729301
CMPD_192,289.7188033916021,3.3795197085720408,1,5,11,19.04597538971154
CMPD_193,282.01009036923006,4.108963570987258,5,2,8,18.857012698651932
CMPD_194,241.0790352608727,3.7399984971675186,0,2,3,15.94545788721654
CMPD_195,248.01379045063112,4.209201273018291,1,2,9,18.765331043230837
CMPD_196,357.0336219380282,3.3307821075925905,4,9,10,21.13403352949733
CMPD_197,347.20798917697755,3.848068120984784,4,9,5,20.25791315563736
CMPD_198,282.7266673522788,3.4703659886998293,5,7,4,16.185610570345524
CMPD_199,327.2399746854737,2.0053034894183934,4,4,0,17.501140987053102
CMPD_200,315.1926232499109,2.955078207489762,4,3,4,20.646642416211662
